market,q,searches,zeros,deads,clicks,buys,concept,zero_rate,dead_rate,city_spread,coverage,deals_stocking,is_english,failure_class,thin_n,dead_nowhere,dead_same_city,dead_another_city,dead_cant_tell
GB,susshi,4,2,3,0,0,sushi,0.5,0.75,,absent,0,False,F4_supply_void,True,3,0,0,0
FR,manicure,4,2,3,0,0,nails,0.5,0.75,,stocked,10,False,F5_ranking,True,0,2,1,0
DE,haircut,3,0,3,0,0,hair,0.0,1.0,,stocked,8,True,F2_language,True,0,1,2,0
PL,deep tissue massage,5,0,3,0,0,massage,0.0,0.6,,stocked,14,True,F2_language,True,0,3,0,0
ES,raffting,3,3,3,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,3,0,0,0
DE,hair colour,3,0,3,0,0,hair,0.0,1.0,,stocked,8,True,F2_language,True,0,3,0,0
FR,city tour,4,1,3,0,0,citytour,0.25,0.75,,stocked,14,True,F2_language,True,0,3,0,0
PL,go karting,4,1,3,1,0,karting,0.25,0.75,0.0,stocked,2,True,F2_language,True,0,2,1,0
ES,raftng,3,3,3,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,3,0,0,0
PL,city tour,2,0,2,0,0,citytour,0.0,1.0,,stocked,10,True,F2_language,True,0,2,0,0
FR,brrunch,2,1,2,0,0,unmapped,0.5,1.0,,absent,0,False,F4_supply_void,True,0,0,0,2
FR,massage do,2,1,2,0,0,massage,0.5,1.0,,stocked,24,False,F5_ranking,True,0,2,0,0
FR,coloation,2,0,2,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,2
GB,hot air bballoon ride,2,2,2,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,2,0,0,0
GB,supercar track dy,2,2,2,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,2,0,0,0
PL,haircut,2,2,2,0,0,hair,1.0,1.0,,stocked,7,True,F2_language,True,0,2,0,0
GB,sharkk diving,2,2,2,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,2,0,0,0
FR,coach sportiif,2,0,2,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,2
PL,bowling,2,2,2,0,0,bowling,1.0,1.0,,absent,0,False,F4_supply_void,True,2,0,0,0
ES,raftinng,2,2,2,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,2
DE,back massage,2,0,2,0,0,massage,0.0,1.0,,stocked,21,True,F2_language,True,0,2,0,0
DE,italiner,2,1,2,1,1,unmapped,0.5,1.0,,absent,0,False,F4_supply_void,True,0,0,0,2
DE,manicure,3,0,2,0,0,nails,0.0,0.6666666666666666,,stocked,6,False,F5_ranking,True,0,2,0,0
DE,bowlng,2,1,2,1,0,unmapped,0.5,1.0,,absent,0,False,F4_supply_void,True,0,0,0,2
ES,escaperoom,2,1,2,0,0,escaperoom,0.5,1.0,,stocked,14,False,F5_ranking,True,0,2,0,0
DE,city tour,4,0,2,0,0,citytour,0.0,0.5,0.0,stocked,7,True,F2_language,True,0,2,0,0
DE,buurger,3,2,2,1,0,unmapped,0.6666666666666666,0.6666666666666666,,absent,0,False,F4_supply_void,True,0,0,0,2
DE,pizza deal,3,0,2,0,0,dining_specific,0.0,0.6666666666666666,,plausible,0,True,F2_language,True,0,0,0,2
DE,paintballl,2,0,2,0,0,paintball,0.0,1.0,,absent,0,True,F1_silent_substitution,True,2,0,0,0
ES,extensioones pestañas,1,1,1,0,0,lashes,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,go iarting,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,hair color,1,0,1,0,0,hair,0.0,1.0,,stocked,11,False,F5_ranking,True,0,1,0,0
GB,haio colour,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,go krting,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,go karuing,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,go kartiug,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,go kartiing,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,eyelash extesions,2,0,1,0,0,lashes,0.0,0.5,,absent,0,False,F1_silent_substitution,True,1,0,0,0
GB,facil,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,haircuut,3,1,1,1,0,unmapped,0.3333333333333333,0.3333333333333333,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,kart ffahren,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,eyelash extensiens,1,0,1,0,0,lashes,0.0,1.0,,absent,0,False,F1_silent_substitution,True,1,0,0,0
GB,escpe room,2,0,1,1,1,escaperoom,0.0,0.5,,stocked,7,False,F5_ranking,True,0,1,0,0
GB,deeptissue massage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,deep tissue mssage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,deep tissue masssage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,deep tissue aassage,1,1,1,0,0,massage,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,crossfiit,1,0,1,0,0,crossfit,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
DE,hubsschrauber rundflug,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,helicopaer tour,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,heliaopter tour,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,heliccopter tour,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,heißluftballon fahit,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,personai trainer,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,paontball,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,paintballl,1,0,1,0,0,paintball,0.0,1.0,,absent,0,False,F1_silent_substitution,True,1,0,0,0
DE,heißluftballonefahrt,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,paiatball,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,heißluftbalon fahrt,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,maniccure,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,heißlutballon fahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,hot air billoon ride,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,hubschrauber rendflug,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,hot air ballooon ride,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,hubschrauber undflug,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,hot air balloon rde,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,ho air balloon ride,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,hubsehrauber rundflug,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,helicopter our,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,helicopeer tour,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,maniküe,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,couplles massage,2,1,1,0,0,massage,0.5,0.5,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,bowlig,1,1,1,0,0,bowling,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,city touur,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,mniküre,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,salle de  sport,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,sale de sport,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,rfting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,restaurunt italien,1,1,1,0,0,dining_specific,1.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
DE,pilats,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,restaurant itaalien,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,17,False,F5_ranking,True,0,1,0,0
FR,restaurant iitalien,1,0,1,0,0,dining_specific,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
FR,restaurant ialien,1,0,1,0,0,dining_generic,0.0,1.0,,stocked,17,False,F5_ranking,True,0,1,0,0
FR,raoting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,raftng,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
FR,raffting,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
FR,raating,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,rückenmassuge,1,0,1,0,0,massage,0.0,1.0,,stocked,21,False,F5_ranking,True,0,1,0,0
FR,mssage thai,1,0,1,0,0,massage,0.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
FR,masssage dos,1,1,1,0,0,massage,1.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
FR,massage uuo,1,0,1,0,0,massage,0.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
DE,seeakhaus,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,massage dao,1,1,1,0,0,massage,1.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
FR,massae dos,1,0,1,0,0,massage,0.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
FR,salle de sort,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,salle de spirt,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,salle de ssport,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,visiae guidee,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,heißluftballon faahrt,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,back  massage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
FR,volen montgolfiere,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
FR,vol en montolfiere,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,vol en montgolfiire,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,vol en montgolfieere,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,vol en monntgolfiere,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,vol en mntgolfiere,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,tour en heliccoptere,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,piiates,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,paiitball,1,0,1,1,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,sushhi,2,1,1,0,0,unmapped,0.5,0.5,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,peronal trainer,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,soin vissage,1,0,1,1,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,soiin visage,1,0,1,0,0,facial,0.0,1.0,,stocked,6,False,F5_ranking,True,0,1,0,0
FR,saut en prachute,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,saut en paraciute,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,saut en parachutte,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,pilaies,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,prsonal trainer,1,0,1,1,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,heißluftballon eahrt,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,fallschirmsprinien,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
PL,manicre,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,lt helikopterem,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
PL,lot helokopterem,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,fallsahirmspringen,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,lot heikopterem,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,fallschirmspringn,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
PL,lot baalonem,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,fallschirmspringun,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
PL,kręggle,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,koloryyzacja,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,pizza del,2,0,1,0,0,dining_specific,0.0,0.5,,plausible,0,False,F5_ranking,True,0,0,0,1
DE,fallschirmsspringen,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,fallschirrmspringen,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,fallschirspringen,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,gym,1,0,1,0,0,gym,0.0,1.0,,stocked,3,True,F2_language,True,0,0,1,0
DE,fallscirmspringen,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,fallshirmspringen,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,finessstudio,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,escaape room,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,fitnessstuduo,1,0,1,0,0,massage,0.0,1.0,,stocked,21,False,F5_ranking,True,0,1,0,0
DE,escape rooom,1,0,1,0,0,escaperoom,0.0,1.0,,stocked,12,True,F2_language,True,0,1,0,0
DE,crrossfit,1,0,1,1,0,crossfit,0.0,1.0,,plausible,0,True,F2_language,True,0,0,0,1
DE,crosssfit,2,0,1,1,0,unmapped,0.0,0.5,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,oczyszczanie twary,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,zwiedzanie miauta,1,1,1,0,0,citytour,1.0,1.0,,stocked,10,False,F5_ranking,True,0,1,0,0
PL,yoga class,2,0,1,0,0,yoga,0.0,0.5,,plausible,0,True,F2_language,True,0,0,0,1
PL,treoer personalny,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,bowlig,1,0,1,0,0,bowling,0.0,1.0,,absent,0,True,F1_silent_substitution,True,1,0,0,0
PL,tener personalny,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,bowlong,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,skoki spadochronoe,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
PL,siłłownia,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,rufting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,rfting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,restaracja włoska,1,1,1,0,0,dining_specific,1.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
PL,rating,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,raiting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,raftung,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,przedłużanie rzas,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,burgr,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
PL,pizzeia,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,couples massage,1,0,1,0,0,massage,0.0,1.0,,stocked,21,True,F2_language,True,0,1,0,0
DE,crosfit,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,crosfit,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
PL,couples massage,2,0,1,0,0,massage,0.0,0.5,,stocked,14,True,F2_language,True,0,1,0,0
DE,fitnessstuudio,1,0,1,1,0,gym,0.0,1.0,,stocked,10,False,F5_ranking,True,0,1,0,0
DE,heeißluftballon fahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,steak ddinner,1,0,1,0,0,dining_specific,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
GB,sportts massage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
DE,heißlftballon fahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,skyiving,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,skydivinng,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,heißluetballon fahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,skydiiving,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,skyddiving,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
DE,heißlufftballon fahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,shark divong,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shark divinng,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,heißluftbaelon fahrt,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shark diviing,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shark diiving,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shark ddiving,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shark  diving,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,shaark diving,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,sark diving,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
FR,masage dos,1,0,1,0,0,massage,0.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
GB,steak dinneer,1,0,1,0,0,dining_specific,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
GB,steakk dinner,1,0,1,0,0,dining_specific,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
DE,friser,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,steeak dinner,1,1,1,0,0,dining_generic,1.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
DE,friseuur,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,yoga closs,1,0,1,0,0,yoga,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
GB,yog class,2,1,1,1,0,unmapped,0.5,0.5,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,yoea class,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,gesichtsbehandlunng,1,1,1,0,0,facial,1.0,1.0,,stocked,12,False,F5_ranking,True,0,1,0,0
GB,thaai massage,1,0,1,0,0,massage,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
GB,suushi,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
GB,superrcar track day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercr track day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercarutrack day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercartrack day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercar track dday,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,hbschrauber rundflug,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
GB,supercar track  day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercar tracck day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supercar  track day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,supeercar track day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,suercar track day,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
GB,steik dinner,1,0,1,0,0,dining_generic,0.0,1.0,,stocked,27,False,F5_ranking,True,0,1,0,0
FR,masage thai,1,0,1,0,0,massage,0.0,1.0,,stocked,24,False,F5_ranking,True,0,1,0,0
FR,tour en helicopteoe,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,velo en helicoptero,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,paseo en gllobo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,coach spportif,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,paracaiismo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,parcaidismo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,parocaidismo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,thi massage,1,0,1,0,0,massage,0.0,1.0,,stocked,21,False,F5_ranking,True,0,1,0,0
ES,paseo en  globo,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,clase  de yoga,1,0,1,0,0,yoga,0.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
ES,paracaaidismo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,ciffeur,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,passeo en globo,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,peauqueria,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,widwasser rafting,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
FR,burgeer,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,caossfit,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,coach sprtif,1,0,1,1,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,paiacaidismo,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,bunch,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,crossft,2,0,1,2,0,unmapped,0.0,0.5,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,crrossfit,1,0,1,1,0,crossfit,0.0,1.0,,plausible,0,True,F2_language,True,0,0,0,1
FR,crosafit,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,masaje descontraturante,1,0,1,0,0,massage,0.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,masaje en paareja,1,0,1,0,0,massage,0.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
