market,city,q,concept,inventory_location,searches,deads,zeros,buys
PL,Gdańsk,crossfit,crossfit,cant_tell,4,3,1,0
PL,Gdańsk,skoki spadochronowe,adrenaline,nowhere,3,3,3,0
GB,Glasgow,escape room,escaperoom,same_city,7,3,0,1
FR,Toulouse,crêperie,dining_specific,cant_tell,5,3,2,0
PL,Gdańsk,escape room,escaperoom,same_city,3,3,1,0
DE,Köln,wimpernverlängerung,lashes,nowhere,7,3,1,1
GB,Glasgow,personal trainer,personaltrain,same_city,5,3,1,0
FR,Marseille,visite guidee,citytour,same_city,12,3,2,2
GB,Birmingham,pilates,pilates,cant_tell,8,2,0,0
ES,Valencia,sports massage,massage,same_city,2,2,0,0
FR,Toulouse,massage dos,massage,same_city,5,2,0,0
ES,Valencia,pizza deal,dining_specific,cant_tell,2,2,0,0
GB,Glasgow,pizza deal,dining_specific,cant_tell,6,2,0,1
GB,Birmingham,escape room,escaperoom,same_city,15,2,1,2
PL,Wrocław,restauracja włoska,dining_specific,cant_tell,2,2,0,0
GB,Glasgow,couples massage,massage,same_city,3,2,1,0
GB,Glasgow,manicure,nails,another_city,10,2,0,2
GB,Glasgow,sushi,sushi,nowhere,4,2,0,0
GB,Glasgow,thai massage,massage,same_city,4,2,0,0
PL,Wrocław,facial,facial,another_city,2,2,1,0
ES,Valencia,bolera,bowling,nowhere,7,2,1,0
ES,Valencia,paintball,paintball,nowhere,6,2,1,0
ES,Valencia,manicura,nails,same_city,8,2,1,3
FR,Toulouse,thai massage,massage,same_city,3,2,1,0
GB,Birmingham,indian restaurant,dining_specific,cant_tell,12,2,0,1
PL,Wrocław,masaż sportowy,massage,same_city,5,2,2,0
ES,Valencia,masaje espalda,massage,same_city,14,2,0,3
GB,Glasgow,crossfit,crossfit,cant_tell,9,2,0,1
FR,Marseille,go karting,karting,another_city,2,2,0,0
FR,Toulouse,crossfit,crossfit,cant_tell,7,2,2,1
FR,Toulouse,coach sportif,personaltrain,same_city,4,2,0,1
PL,Gdańsk,joga,yoga,cant_tell,4,2,0,0
PL,Warszawa,go karting,karting,same_city,3,2,0,0
PL,Gdańsk,masaż sportowy,massage,same_city,6,2,1,0
FR,Marseille,sushi,sushi,nowhere,9,2,1,2
PL,Gdańsk,paintball,paintball,nowhere,4,2,0,0
FR,Marseille,soin visage,facial,same_city,8,2,0,0
PL,Gdańsk,steak dinner,dining_specific,cant_tell,2,2,2,0
FR,Marseille,personal trainer,personaltrain,same_city,2,2,1,0
FR,Marseille,paintball,paintball,nowhere,8,2,0,0
PL,Kraków,masaż dla par,massage,same_city,7,2,0,2
FR,Marseille,cours de yoga,yoga,cant_tell,8,2,0,0
FR,Marseille,massage sportif,massage,same_city,7,2,0,1
FR,Marseille,massage duo,massage,same_city,16,2,0,2
FR,Marseille,deep tissue massage,massage,same_city,2,2,0,0
PL,Kraków,siłownia,gym,same_city,8,2,0,1
PL,Kraków,masaż sportowy,massage,same_city,6,2,0,2
PL,Kraków,restauracja włoska,dining_specific,cant_tell,3,2,0,0
PL,Gdańsk,gokarty,karting,same_city,4,2,1,1
PL,Gdańsk,fryzjer,hair,same_city,2,2,1,0
PL,Gdańsk,burger,dining_specific,cant_tell,3,2,0,0
PL,Warszawa,steak dinner,dining_specific,cant_tell,2,2,0,0
ES,Valencia,yoga class,yoga,cant_tell,2,2,0,0
FR,Lyon,back massage,massage,same_city,2,2,0,0
FR,Toulouse,burger,dining_specific,cant_tell,4,2,0,1
FR,Lyon,brunch,dining_specific,cant_tell,10,2,1,1
FR,Paris,thai massage,massage,same_city,2,2,1,0
FR,Paris,sports massage,massage,same_city,3,2,1,0
FR,Lyon,cours de yoga,yoga,cant_tell,5,2,0,0
FR,Lyon,crêperie,dining_specific,cant_tell,8,2,1,0
FR,Paris,coloation,unmapped,cant_tell,2,2,0,0
GB,London,susshi,sushi,nowhere,2,2,1,0
FR,Lyon,manicure,nails,same_city,2,2,1,0
FR,Paris,indian restaurant,dining_specific,cant_tell,2,2,0,0
FR,Paris,hair colour,hair,same_city,2,2,1,0
FR,Lyon,massage sportif,massage,same_city,7,2,0,0
GB,Manchester,thai massage,massage,same_city,14,2,0,3
FR,Lyon,pizza deal,dining_specific,cant_tell,2,2,0,0
GB,London,sharkk diving,adrenaline,nowhere,2,2,2,0
PL,Wrocław,zwiedzanie miasta,citytour,same_city,5,2,1,0
ES,Madrid,bowling,bowling,nowhere,3,2,1,0
DE,Hamburg,bowling,bowling,nowhere,9,2,0,1
ES,Madrid,yoga class,yoga,cant_tell,2,2,0,0
DE,Köln,paintball,paintball,nowhere,9,2,1,1
ES,Sevilla,arroceria,dining_specific,cant_tell,5,2,2,0
ES,Barcelona,escape room,escaperoom,same_city,12,2,0,2
ES,Sevilla,limpieza facial,facial,same_city,9,2,0,2
DE,Köln,nackenmassage,massage,same_city,3,2,0,0
DE,Hamburg,sportmassage,massage,same_city,10,2,1,1
DE,München,yoga kurs,yoga,cant_tell,6,2,1,1
ES,Barcelona,tapas,dining_specific,cant_tell,6,2,1,1
ES,Madrid,couples massage,massage,same_city,3,2,1,0
DE,Köln,kart fahren,karting,same_city,5,2,1,0
DE,Köln,escape room,escaperoom,same_city,2,2,0,0
ES,Barcelona,entrenador personal,personaltrain,same_city,13,2,2,2
ES,Madrid,raftng,adrenaline,nowhere,2,2,2,0
ES,Sevilla,back massage,massage,same_city,2,2,1,0
DE,München,paarmassage,massage,same_city,6,2,1,0
ES,Barcelona,bolera,bowling,nowhere,5,2,2,1
DE,Hamburg,stadtrundfahrt,citytour,same_city,4,2,0,0
ES,Barcelona,deep tissue massage,massage,same_city,2,2,1,0
ES,Sevilla,entrenador personal,personaltrain,same_city,2,2,0,0
ES,Sevilla,clase de yoga,yoga,cant_tell,10,2,0,1
DE,München,maniküre,nails,same_city,9,2,1,2
ES,Barcelona,bowling,bowling,nowhere,2,2,0,1
DE,München,haircut,hair,another_city,2,2,0,0
DE,Köln,gesichtsbehandlung,facial,another_city,6,2,0,0
ES,Madrid,hair colour,hair,same_city,2,2,2,0
ES,Madrid,steak dinner,dining_specific,cant_tell,3,2,1,0
DE,Berlin,go karting,karting,same_city,3,2,0,0
DE,Berlin,hair colour,hair,same_city,2,2,0,0
DE,Hamburg,friseur,hair,same_city,7,2,0,2
ES,Madrid,manicure,nails,same_city,2,2,1,0
ES,Madrid,city tour,citytour,same_city,2,2,0,0
DE,München,burger,dining_specific,cant_tell,8,2,0,3
DE,Hamburg,indian restaurant,dining_specific,cant_tell,2,2,1,0
DE,München,bowling,bowling,nowhere,8,2,1,2
ES,Sevilla,tapas,dining_specific,cant_tell,4,2,1,1
DE,München,back massage,massage,same_city,2,2,0,0
DE,Köln,haare färben,hair,same_city,3,2,2,0
ES,Barcelona,gimnasio,gym,same_city,11,2,0,2
ES,Sevilla,sushi,sushi,nowhere,3,2,1,0
ES,Barcelona,haircut,hair,same_city,2,2,1,0
ES,Madrid,go karting,karting,same_city,2,2,0,0
DE,Köln,friseur,hair,same_city,6,2,0,1
DE,München,gesichtsbehandlung,facial,same_city,14,2,0,1
DE,Hamburg,paarmassage,massage,same_city,10,2,2,0
PL,Kraków,gokarty,karting,another_city,6,1,0,1
DE,München,sports massage,massage,same_city,1,1,0,0
DE,Berlin,stadtruundfahrt,unmapped,cant_tell,1,1,1,0
GB,Birmingham,haio colour,unmapped,cant_tell,1,1,0,0
DE,München,pilats,unmapped,cant_tell,1,1,0,0
PL,Kraków,joga,yoga,cant_tell,2,1,0,0
PL,Kraków,koloryzacja,hair,same_city,1,1,1,0
DE,München,piiates,unmapped,cant_tell,1,1,1,0
DE,München,pizza deal,dining_specific,cant_tell,1,1,0,0
GB,Birmingham,hot air billoon ride,unmapped,cant_tell,1,1,1,0
GB,Birmingham,ho air balloon ride,adrenaline,nowhere,1,1,1,0
ES,Valencia,back massage,massage,same_city,2,1,0,0
PL,Kraków,escaape room,unmapped,cant_tell,1,1,0,0
DE,Berlin,stakhaus,unmapped,cant_tell,1,1,0,0
GB,Glasgow,go karuing,unmapped,cant_tell,1,1,1,0
PL,Gdańsk,siłownia,gym,same_city,1,1,0,0
GB,Glasgow,facial,facial,same_city,8,1,0,1
GB,Glasgow,eyelash extensions,lashes,nowhere,3,1,0,0
DE,München,eyelash extensions,lashes,nowhere,1,1,0,0
DE,Berlin,steahaus,unmapped,cant_tell,1,1,0,0
DE,Berlin,statrundfahrt,unmapped,cant_tell,1,1,0,0
PL,Gdańsk,sushi,sushi,nowhere,3,1,0,0
PL,Gdańsk,trener personalny,personaltrain,another_city,2,1,1,0
DE,München,go karting,karting,same_city,1,1,0,0
GB,Glasgow,city tour,citytour,same_city,4,1,0,2
DE,München,gym,gym,same_city,2,1,0,0
DE,München,heißlftballon fahrt,unmapped,cant_tell,1,1,1,0
DE,München,manicure,nails,same_city,1,1,0,0
ES,Valencia,city tour,citytour,same_city,2,1,0,0
DE,München,heißluftbaelon fahrt,adrenaline,nowhere,1,1,1,0
DE,München,heißluftballon faahrt,adrenaline,nowhere,1,1,1,0
GB,Birmingham,supercar track dy,adrenaline,nowhere,1,1,1,0
DE,München,heißluftballon fahit,adrenaline,nowhere,1,1,1,0
PL,Kraków,burger,dining_specific,cant_tell,5,1,1,0
PL,Kraków,city tour,citytour,same_city,1,1,0,0
GB,Birmingham,steak ddinner,dining_specific,cant_tell,1,1,0,0
DE,München,italiner,unmapped,cant_tell,1,1,0,1
GB,Birmingham,skydivinng,adrenaline,nowhere,1,1,1,0
DE,München,kart fahren,karting,same_city,10,1,1,3
PL,Kraków,deep tissue massage,massage,same_city,1,1,0,0
DE,München,hubschrauber undflug,adrenaline,nowhere,1,1,1,0
DE,Berlin,sports massage,massage,same_city,2,1,0,0
PL,Kraków,kręggle,unmapped,cant_tell,1,1,1,0
FR,Toulouse,manicure,nails,another_city,1,1,1,0
FR,Toulouse,kartang,unmapped,cant_tell,1,1,1,0
FR,Toulouse,haircut,hair,same_city,1,1,0,0
PL,Kraków,zwiedzanie miauta,citytour,same_city,1,1,1,0
FR,Toulouse,escape room,escaperoom,same_city,1,1,0,0
PL,Warszawa,bowling,bowling,nowhere,1,1,1,0
DE,Berlin,peronal trainer,unmapped,cant_tell,1,1,1,0
ES,Barcelona,extensioones pestañas,lashes,nowhere,1,1,1,0
DE,Berlin,paintballl,paintball,nowhere,1,1,0,0
FR,Toulouse,cours de yoga,yoga,cant_tell,3,1,0,0
FR,Toulouse,coloration,hair,same_city,3,1,0,1
PL,Warszawa,city tour,citytour,same_city,1,1,0,0
PL,Warszawa,couples massage,massage,same_city,2,1,0,0
ES,Barcelona,eyelash extensions,lashes,nowhere,1,1,0,0
FR,Toulouse,city tour,citytour,same_city,1,1,0,0
PL,Warszawa,crosfit,unmapped,cant_tell,1,1,0,0
DE,Berlin,paiitball,unmapped,cant_tell,1,1,0,0
FR,Toulouse,brunch,dining_specific,cant_tell,7,1,0,1
FR,Toulouse,brnch,unmapped,cant_tell,1,1,0,0
FR,Toulouse,bowling,bowling,nowhere,3,1,1,0
ES,Barcelona,gimnesio,unmapped,cant_tell,1,1,0,0
FR,Paris,vol en montgolfiire,unmapped,cant_tell,1,1,1,0
ES,Barcelona,gmnasio,unmapped,cant_tell,1,1,0,0
FR,Paris,vol en monntgolfiere,unmapped,cant_tell,1,1,1,0
FR,Paris,vol en mntgolfiere,unmapped,cant_tell,1,1,1,0
ES,Barcelona,go karting,karting,same_city,2,1,0,0
ES,Barcelona,gym,gym,same_city,1,1,0,0
FR,Paris,tour en helicopteoe,adrenaline,nowhere,1,1,1,0
FR,Paris,tour en heliccoptere,unmapped,cant_tell,1,1,1,0
ES,Barcelona,hair colour,hair,same_city,1,1,0,0
FR,Toulouse,karting,karting,same_city,4,1,0,0
FR,Toulouse,manucure,nails,another_city,3,1,0,0
GB,Birmingham,go kartiing,unmapped,cant_tell,1,1,0,0
PL,Kraków,zwiedzanie miasta,citytour,same_city,3,1,0,0
DE,München,stadtrunfahrt,unmapped,cant_tell,1,1,0,0
PL,Kraków,kręgle,bowling,nowhere,5,1,0,0
DE,München,steak dinner,dining_specific,cant_tell,1,1,0,0
GB,Birmingham,escpe room,escaperoom,same_city,1,1,0,0
PL,Kraków,lt helikopterem,adrenaline,nowhere,1,1,1,0
PL,Kraków,manicure,nails,same_city,6,1,0,0
GB,Birmingham,deep tissue masssage,massage,same_city,1,1,0,0
PL,Gdańsk,przedłużanie rzęs,lashes,nowhere,1,1,0,0
DE,München,thi massage,massage,same_city,1,1,0,0
DE,München,wildwasserrafting,adrenaline,nowhere,1,1,1,0
PL,Kraków,masaż pleców,massage,same_city,5,1,1,1
DE,Berlin,sportmasage,unmapped,cant_tell,1,1,0,0
DE,Berlin,seeakhaus,unmapped,cant_tell,1,1,0,0
PL,Kraków,paintball,paintball,nowhere,5,1,0,2
PL,Kraków,pizzeia,unmapped,cant_tell,1,1,1,0
ES,Barcelona,arrocerea,unmapped,cant_tell,1,1,1,0
ES,Barcelona,arroeria,unmapped,cant_tell,1,1,0,0
ES,Barcelona,back massage,massage,same_city,1,1,1,0
ES,Barcelona,brunih,unmapped,cant_tell,1,1,0,0
ES,Barcelona,city tour,citytour,same_city,1,1,0,0
PL,Kraków,restaracja włoska,dining_specific,cant_tell,1,1,1,0
FR,Toulouse,rfting,unmapped,cant_tell,1,1,1,0
PL,Kraków,siłłownia,unmapped,cant_tell,1,1,0,0
FR,Toulouse,personal trainer,personaltrain,same_city,1,1,0,0
DE,Berlin,pizza deal,dining_specific,cant_tell,1,1,0,0
PL,Kraków,thai massage,massage,same_city,2,1,0,0
FR,Toulouse,mssage thai,massage,same_city,1,1,0,0
FR,Toulouse,massage thai,massage,same_city,5,1,0,1
ES,Barcelona,entrrenador personal,unmapped,cant_tell,1,1,1,0
DE,Berlin,steak dinner,dining_specific,cant_tell,1,1,0,0
GB,Glasgow,shark divong,adrenaline,nowhere,1,1,1,0
GB,Glasgow,haircut,hair,same_city,7,1,0,1
GB,London,skyiving,dining_generic,same_city,1,1,1,0
GB,London,supercarutrack day,adrenaline,nowhere,1,1,1,0
GB,London,supercartrack day,adrenaline,nowhere,1,1,1,0
GB,London,supercar track dday,adrenaline,nowhere,1,1,1,0
GB,Manchester,steakk dinner,dining_specific,cant_tell,1,1,0,0
GB,London,supercar track  day,adrenaline,nowhere,1,1,1,0
GB,London,supeercar track day,adrenaline,nowhere,1,1,1,0
GB,Manchester,supercar  track day,adrenaline,nowhere,1,1,1,0
GB,London,steik dinner,dining_generic,same_city,1,1,0,0
GB,London,steeak dinner,dining_generic,same_city,1,1,1,0
GB,Manchester,supercar tracck day,adrenaline,nowhere,1,1,1,0
GB,London,sportts massage,massage,same_city,1,1,0,0
DE,Hamburg,couples massage,massage,same_city,1,1,0,0
DE,Hamburg,steak dinner,dining_specific,cant_tell,1,1,0,0
GB,Manchester,supercar track dy,adrenaline,nowhere,1,1,1,0
DE,Hamburg,stadrundfahrt,unmapped,cant_tell,1,1,0,0
GB,London,skydiiving,dining_generic,same_city,1,1,1,0
GB,Manchester,supercr track day,adrenaline,nowhere,1,1,1,0
GB,London,shark divinng,adrenaline,nowhere,1,1,1,0
DE,Hamburg,wimpernverllängerung,lashes,nowhere,1,1,1,0
GB,London,shark diviing,adrenaline,nowhere,1,1,1,0
GB,London,shark ddiving,adrenaline,nowhere,1,1,1,0
GB,London,shaark diving,dining_generic,same_city,1,1,1,0
GB,London,sark diving,dining_generic,same_city,1,1,1,0
GB,London,prsonal trainer,unmapped,cant_tell,1,1,0,0
GB,London,pizza del,dining_specific,cant_tell,2,1,0,0
DE,Hamburg,city tour,citytour,same_city,1,1,0,0
DE,Hamburg,wimpernverlängerng,lashes,nowhere,1,1,0,0
GB,London,pilaies,unmapped,cant_tell,1,1,0,0
DE,Hamburg,deep tissue massage,massage,same_city,2,1,0,0
GB,Manchester,steak dinneer,dining_specific,cant_tell,1,1,0,0
GB,Glasgow,helicopter our,adrenaline,nowhere,1,1,1,0
DE,Hamburg,fallschirmspringn,adrenaline,nowhere,1,1,1,0
DE,Hamburg,gesichtsbehandlunng,facial,same_city,1,1,1,0
DE,Hamburg,go karting,karting,same_city,1,1,1,0
GB,Manchester,helicopeer tour,unmapped,cant_tell,1,1,1,0
GB,Manchester,helicopaer tour,unmapped,cant_tell,1,1,1,0
DE,Hamburg,gym,gym,same_city,2,1,0,0
DE,Hamburg,hair colour,hair,same_city,1,1,0,0
DE,Hamburg,hbschrauber rundflug,unmapped,cant_tell,1,1,1,0
GB,Manchester,go kartiug,unmapped,cant_tell,1,1,0,0
DE,Hamburg,friser,unmapped,cant_tell,1,1,0,0
GB,Manchester,facil,unmapped,cant_tell,1,1,1,0
DE,Hamburg,kart ffahren,unmapped,cant_tell,1,1,0,0
GB,Manchester,personai trainer,unmapped,cant_tell,1,1,0,0
DE,Hamburg,fallschirmspringun,adrenaline,nowhere,1,1,1,0
DE,Hamburg,mniküre,unmapped,cant_tell,1,1,1,0
GB,London,suushi,unmapped,cant_tell,1,1,0,0
DE,Hamburg,facial,facial,same_city,1,1,0,0
GB,Manchester,city touur,unmapped,cant_tell,1,1,0,0
GB,Manchester,shark  diving,adrenaline,nowhere,1,1,1,0
DE,Hamburg,paintball,paintball,nowhere,5,1,0,0
DE,Hamburg,paintballl,paintball,nowhere,1,1,0,0
GB,Manchester,shark diiving,adrenaline,nowhere,1,1,1,0
DE,Hamburg,eyelash extensions,lashes,nowhere,1,1,1,0
GB,London,yoga closs,yoga,cant_tell,1,1,0,0
DE,Hamburg,rückenmassuge,massage,same_city,1,1,0,0
GB,London,yoea class,unmapped,cant_tell,1,1,0,0
GB,Manchester,skyddiving,dining_generic,same_city,1,1,1,0
DE,Hamburg,escape rooom,escaperoom,same_city,1,1,0,0
GB,London,thaai massage,massage,same_city,1,1,0,0
GB,Manchester,susshi,sushi,nowhere,1,1,1,0
DE,Hamburg,buurger,unmapped,cant_tell,1,1,1,0
GB,London,paontball,unmapped,cant_tell,1,1,0,0
GB,Glasgow,superrcar track day,adrenaline,nowhere,1,1,1,0
GB,London,couplles massage,massage,same_city,2,1,1,0
PL,Gdańsk,lot baalonem,unmapped,cant_tell,1,1,1,0
DE,Köln,heißluftbalon fahrt,adrenaline,nowhere,1,1,1,0
PL,Gdańsk,lot helikopterem,adrenaline,nowhere,1,1,1,0
DE,Köln,maniküre,nails,same_city,3,1,0,0
PL,Gdańsk,lot helokopterem,unmapped,cant_tell,1,1,1,0
PL,Gdańsk,manicure,nails,another_city,1,1,0,0
PL,Gdańsk,masaż dla par,massage,same_city,5,1,1,0
GB,London,bowlig,bowling,nowhere,1,1,1,0
GB,London,back  massage,massage,same_city,1,1,0,0
GB,Glasgow,yog class,unmapped,cant_tell,2,1,1,0
PL,Gdańsk,masaż tajski,massage,same_city,2,1,0,1
DE,Köln,rückenmassage,massage,same_city,4,1,0,1
DE,Köln,sportmasuage,unmapped,cant_tell,1,1,0,0
GB,London,paintballl,paintball,nowhere,1,1,0,0
GB,Glasgow,suercar track day,adrenaline,nowhere,1,1,1,0
DE,Köln,sports massage,massage,same_city,2,1,0,0
DE,Köln,stadtrundfahrt,citytour,another_city,3,1,0,1
PL,Gdańsk,oczyszczanie twary,unmapped,cant_tell,1,1,1,0
DE,Köln,suortmassage,massage,same_city,1,1,1,0
DE,Köln,thai massage,massage,same_city,2,1,1,0
PL,Gdańsk,oczyszczanie twarzy,facial,same_city,2,1,0,1
DE,München,bowlng,unmapped,cant_tell,1,1,0,0
PL,Gdańsk,personal trainer,personaltrain,another_city,1,1,0,0
GB,Glasgow,hot air bballoon ride,adrenaline,nowhere,1,1,1,0
PL,Gdańsk,pilates,pilates,cant_tell,4,1,1,0
PL,Gdańsk,pizza deal,dining_specific,cant_tell,1,1,0,0
DE,München,city tour,citytour,same_city,3,1,0,0
GB,London,crossfiit,crossfit,cant_tell,1,1,0,0
DE,Köln,heißlufftballon fahrt,unmapped,cant_tell,1,1,1,0
GB,London,deep tissue aassage,massage,same_city,1,1,1,0
DE,Köln,heißluetballon fahrt,unmapped,cant_tell,1,1,1,0
DE,Hamburg,yoga class,yoga,cant_tell,1,1,1,0
GB,London,paiatball,unmapped,cant_tell,1,1,1,0
DE,Hamburg,burgr,unmapped,cant_tell,1,1,1,0
PL,Gdańsk,bowling,bowling,nowhere,1,1,1,0
DE,Hamburg,bowlong,unmapped,cant_tell,1,1,0,0
DE,Köln,burger,dining_specific,cant_tell,3,1,0,0
GB,London,hot air bballoon ride,adrenaline,nowhere,1,1,1,0
GB,London,hot air ballooon ride,unmapped,cant_tell,1,1,1,0
DE,Köln,crosssfit,unmapped,cant_tell,2,1,0,0
GB,London,hot air balloon rde,adrenaline,nowhere,1,1,1,0
GB,London,heliccopter tour,unmapped,cant_tell,1,1,1,0
GB,London,heliaopter tour,unmapped,cant_tell,1,1,1,0
GB,London,haircuut,unmapped,cant_tell,2,1,1,0
DE,Köln,eyelash extensions,lashes,nowhere,1,1,0,0
GB,London,hair color,hair,same_city,1,1,0,0
DE,Köln,fitnessstuduo,massage,same_city,1,1,0,0
GB,London,go krting,unmapped,cant_tell,1,1,0,0
GB,London,go iarting,unmapped,cant_tell,1,1,0,0
DE,Hamburg,bowlig,bowling,nowhere,1,1,0,0
GB,London,eyelash extesions,lashes,nowhere,1,1,0,0
DE,Berlin,wilewasser rafting,adrenaline,nowhere,1,1,1,0
GB,London,eyelash extensiens,lashes,nowhere,1,1,0,0
DE,Berlin,wildwaasser rafting,adrenaline,nowhere,1,1,1,0
PL,Gdańsk,hair colour,hair,same_city,1,1,0,0
DE,Berlin,widwasser rafting,adrenaline,nowhere,1,1,1,0
GB,London,deeptissue massage,massage,same_city,1,1,0,0
GB,London,deep tissue mssage,massage,same_city,1,1,0,0
PL,Warszawa,deep tissue massage,massage,same_city,2,1,0,0
FR,Paris,visiae guidee,unmapped,cant_tell,1,1,0,0
PL,Warszawa,trener personalny,personaltrain,same_city,11,1,1,0
FR,Lyon,sushhi,unmapped,cant_tell,1,1,1,0
DE,Berlin,fallschirspringen,unmapped,cant_tell,1,1,1,0
ES,Madrid,pizza deal,dining_specific,cant_tell,1,1,0,0
ES,Madrid,rafaing,unmapped,cant_tell,1,1,1,0
PL,Wrocław,deep tissue massage,massage,same_city,2,1,0,0
DE,Berlin,fallschirrmspringen,unmapped,cant_tell,1,1,1,0
ES,Madrid,raffting,adrenaline,nowhere,1,1,1,0
FR,Lyon,sale de sport,unmapped,cant_tell,1,1,1,0
ES,Madrid,raftiing,unmapped,cant_tell,1,1,1,0
FR,Lyon,raoting,unmapped,cant_tell,1,1,1,0
ES,Madrid,raftinng,unmapped,cant_tell,1,1,1,0
FR,Lyon,raating,unmapped,cant_tell,1,1,1,0
DE,Berlin,fallschirmsspringen,adrenaline,nowhere,1,1,1,0
ES,Madrid,rating,unmapped,cant_tell,1,1,1,0
DE,Berlin,fallschirmsprinien,adrenaline,nowhere,1,1,1,0
ES,Madrid,rofting,unmapped,cant_tell,1,1,1,0
PL,Wrocław,go karting,karting,another_city,1,1,1,0
PL,Wrocław,gokarty,karting,another_city,6,1,0,1
PL,Wrocław,gym,gym,another_city,1,1,0,0
PL,Wrocław,haircut,hair,same_city,1,1,1,0
PL,Wrocław,joga,yoga,cant_tell,5,1,0,0
ES,Madrid,susshi,sushi,nowhere,1,1,0,0
FR,Lyon,massage do,massage,same_city,1,1,0,0
DE,Berlin,fallsahirmspringen,unmapped,cant_tell,1,1,1,0
FR,Lyon,masage dos,massage,same_city,1,1,0,0
ES,Madrid,tinte  pelo,hair,same_city,1,1,1,0
PL,Wrocław,kręgle,bowling,nowhere,2,1,0,0
ES,Madrid,tpas,unmapped,cant_tell,1,1,0,0
FR,Lyon,indian restaurant,dining_specific,cant_tell,1,1,1,0
FR,Lyon,gym,gym,same_city,2,1,1,0
FR,Lyon,steak dinner,dining_specific,cant_tell,1,1,1,0
ES,Madrid,pilatos,unmapped,cant_tell,1,1,1,0
DE,Berlin,eyelash extensions,lashes,nowhere,1,1,0,0
FR,Lyon,thai massage,massage,same_city,2,1,0,0
FR,Marseille,massage do,massage,same_city,1,1,1,0
FR,Marseille,massage dao,massage,same_city,1,1,1,0
FR,Marseille,masage thai,massage,same_city,1,1,0,0
ES,Madrid,limpieza faial,unmapped,cant_tell,1,1,0,0
PL,Warszawa,tener personalny,unmapped,cant_tell,1,1,1,0
FR,Marseille,mancure,unmapped,cant_tell,1,1,1,0
ES,Madrid,maaicura,unmapped,cant_tell,1,1,1,0
PL,Warszawa,thai massage,massage,same_city,1,1,0,0
FR,Marseille,hair colour,hair,another_city,1,1,1,0
ES,Madrid,maasaje en pareja,massage,same_city,2,1,1,0
FR,Marseille,facial,facial,same_city,1,1,1,0
ES,Madrid,masaje tailandees,massage,same_city,1,1,0,0
ES,Madrid,masaje tailanees,massage,same_city,1,1,0,0
FR,Marseille,crêeerie,unmapped,cant_tell,1,1,1,0
PL,Warszawa,treoer personalny,unmapped,cant_tell,1,1,0,0
ES,Madrid,masajeeen pareja,massage,same_city,1,1,0,0
PL,Warszawa,yoga class,yoga,cant_tell,2,1,0,0
DE,Berlin,finessstudio,unmapped,cant_tell,1,1,0,0
FR,Marseille,coiffeur,hair,another_city,8,1,0,1
ES,Madrid,musaje descontracturante,massage,same_city,1,1,1,0
ES,Madrid,paaracaidismo,massage,same_city,1,1,1,0
FR,Marseille,burgeer,unmapped,cant_tell,1,1,0,0
DE,Berlin,fallshirmspringen,unmapped,cant_tell,1,1,1,0
ES,Madrid,paracaiismo,unmapped,cant_tell,1,1,1,0
FR,Marseille,back massage,massage,same_city,1,1,1,0
FR,Lyon,yoga class,yoga,cant_tell,1,1,0,0
ES,Madrid,parcaidismo,unmapped,cant_tell,1,1,1,0
FR,Lyon,vol en montgolfieere,unmapped,cant_tell,1,1,1,0
DE,Berlin,fallscirmspringen,unmapped,cant_tell,1,1,1,0
FR,Lyon,go karting,karting,same_city,1,1,0,0
FR,Lyon,extension de cils,lashes,nowhere,9,1,0,1
ES,Madrid,hamburrguesa,unmapped,cant_tell,1,1,0,0
ES,Valencia,raftng,adrenaline,nowhere,1,1,1,0
ES,Valencia,raffting,adrenaline,nowhere,1,1,1,0
ES,Valencia,puintball,unmapped,cant_tell,1,1,1,0
ES,Sevilla,haircut,hair,another_city,1,1,0,0
PL,Wrocław,personal trainer,personaltrain,same_city,2,1,1,0
ES,Valencia,pilaates,unmapped,cant_tell,1,1,1,0
ES,Valencia,personal trainer,personaltrain,same_city,1,1,0,0
PL,Wrocław,pilates,pilates,cant_tell,3,1,1,0
ES,Valencia,peauqueria,unmapped,cant_tell,1,1,0,0
ES,Valencia,parocaidismo,unmapped,cant_tell,1,1,1,0
ES,Sevilla,maniccura,unmapped,cant_tell,1,1,0,0
ES,Valencia,paeo en globo,adrenaline,nowhere,1,1,1,0
ES,Sevilla,masaje en pareja,massage,same_city,2,1,1,1
ES,Sevilla,paseo en gllobo,unmapped,cant_tell,1,1,1,0
ES,Sevilla,pizza deal,dining_specific,cant_tell,1,1,1,0
ES,Sevilla,raafting,unmapped,cant_tell,1,1,1,0
ES,Sevilla,raftinng,unmapped,cant_tell,1,1,1,0
PL,Wrocław,siłownia,gym,another_city,2,1,1,0
ES,Sevilla,sports massage,massage,same_city,1,1,0,0
DE,Berlin,bowlng,unmapped,cant_tell,1,1,1,0
ES,Valencia,haircut,hair,another_city,1,1,1,0
PL,Wrocław,sports massage,massage,same_city,1,1,0,0
ES,Valencia,facial,facial,another_city,1,1,1,0
ES,Sevilla,thai massage,massage,same_city,1,1,1,0
ES,Sevilla,tour ciudad,citytour,same_city,5,1,0,0
PL,Wrocław,thai massage,massage,same_city,1,1,1,0
ES,Sevilla,vuelo en helioptero,unmapped,cant_tell,1,1,1,0
