market,q,coverage,failure_class,searches,deads,thin_n,max_sim,nearest_title
GB,hot air billoon ride,absent,F4_supply_void,1,1,True,0.343118312326786,Gym Membership Pass
DE,hubschrauber rendflug,absent,F4_supply_void,1,1,True,0.102683086213514,Escape Room Erlebnis
DE,hubschrauber rundflug,absent,F4_supply_void,65,65,False,0.126475281749616,Escape Room Erlebnis
DE,hubschrauber undflug,absent,F4_supply_void,1,1,True,0.153965796365711,Escape Room Erlebnis
DE,hubsehrauber rundflug,absent,F4_supply_void,1,1,True,0.45044982460131,Kartbahn Rennen
DE,hubsschrauber rundflug,absent,F4_supply_void,1,1,True,0.138022064619011,Stadtführung
GB,inddian restaurant,stocked,BASELINE_still_40pct_dead,1,0,True,0.432707947604557,Three-Course Meal for Two
DE,indian restaurant,plausible,F2_language,6,6,True,0.482374475982104,3-Gänge-Menü für Zwei
ES,indian restaurant,plausible,F2_language,6,5,True,0.545634925424587,Cena con Maridaje
FR,indian restaurant,plausible,F2_language,3,3,True,0.477136328135029,Menu Dégustation
GB,indian restaurant,plausible,BASELINE_still_40pct_dead,85,32,False,0.447098100551237,Three-Course Meal for Two
GB,indian restaurrant,plausible,BASELINE_still_40pct_dead,1,0,True,0.138515738116129,Facial Treatment
DE,italiener,plausible,BASELINE_still_40pct_dead,53,18,False,0.247126045241082,Stadtführung
DE,italiner,absent,F4_supply_void,2,2,True,0.275814878552049,Stadtführung
PL,joga,plausible,BASELINE_still_40pct_dead,23,9,False,0.326239180269439,Tor Kartingowy
DE,karrt fahren,absent,F1_silent_substitution,1,0,True,0.492534367005381,Kartbahn Rennen
ES,karrting,absent,F1_silent_substitution,1,1,True,0.528210017003997,Sesión de Karting
DE,kart ahren,absent,F1_silent_substitution,1,0,True,0.534223262575157,Kartbahn Rennen
DE,kart faaren,absent,F1_silent_substitution,1,0,True,0.485904633998995,Kartbahn Rennen
DE,kart fahren,stocked,BASELINE_still_40pct_dead,61,16,False,0.545022574363957,Kartbahn Rennen
DE,kart ffahren,absent,F1_silent_substitution,1,1,True,0.500025182984941,Kartbahn Rennen
DE,kart fohren,absent,F1_silent_substitution,1,0,True,0.467268445488984,Kartbahn Rennen
FR,kartang,absent,F4_supply_void,1,1,True,0.410131868680755,Session Karting
FR,kartig,absent,F4_supply_void,2,1,True,0.420046398634151,Session Karting
ES,karting,stocked,BASELINE_still_40pct_dead,53,19,False,0.450525292347152,Sesión de Karting
FR,karting,stocked,BASELINE_still_40pct_dead,60,25,False,0.417394255294819,Session Karting
ES,kartinng,absent,F1_silent_substitution,1,0,True,0.488075664009665,Sesión de Karting
PL,koloryyzacja,absent,F1_silent_substitution,1,1,True,0.409309934459959,Strzyżenie i Stylizacja
PL,koloryzaacja,absent,F1_silent_substitution,1,0,True,0.397768247526636,Strzyżenie i Stylizacja
PL,koloryzacja,stocked,F5_ranking,29,14,False,0.400016134983596,Strzyżenie i Stylizacja
PL,koloryzzacja,absent,F1_silent_substitution,1,0,True,0.405775841155952,Strzyżenie i Stylizacja
FR,korting,absent,F1_silent_substitution,1,0,True,0.213324976761684,Expérience Escape Game
PL,kręggle,absent,F4_supply_void,1,1,True,0.348364899634537,Tor Kartingowy
PL,kręgle,absent,F1_silent_substitution,15,5,False,0.377928442380303,Tor Kartingowy
ES,limpieeza facial,stocked,BASELINE_still_40pct_dead,1,0,True,0.681211192535746,Tratamiento Facial
ES,limpieza faciaal,absent,F1_silent_substitution,1,0,True,0.747559532959652,Tratamiento Facial
ES,limpieza facial,stocked,BASELINE_still_40pct_dead,67,23,False,0.755218292436339,Tratamiento Facial
ES,limpieza facual,absent,F1_silent_substitution,1,0,True,0.507764789721581,Tratamiento Facial
ES,limpieza faial,absent,F1_silent_substitution,1,1,True,0.3881724700497,Corte y Peinado
PL,lot baalonem,absent,F4_supply_void,1,1,True,0.238562998429061,Zwiedzanie z Przewodnikiem
PL,lot balonem,absent,F4_supply_void,57,57,False,0.322556484126532,Tor Kartingowy
PL,lot heikopterem,absent,F4_supply_void,1,1,True,0.464916501651227,Tor Kartingowy
PL,lot helikopterem,absent,F4_supply_void,39,39,False,0.208389940337564,Karnet na Siłownię
PL,lot helokopterem,absent,F4_supply_void,1,1,True,0.344814152551997,Karnet na Siłownię
PL,lt helikopterem,absent,F4_supply_void,1,1,True,0.236556896440644,Karnet na Siłownię
PL,maaaż dla par,stocked,BASELINE_still_40pct_dead,1,0,True,0.505103347252218,Menu 3-Daniowe dla Dwojga
ES,maaicura,absent,F4_supply_void,1,1,True,0.246924009599247,Tour Guiado
ES,maaje descontracturante,stocked,BASELINE_still_40pct_dead,1,0,True,0.27068780912292,Tour Guiado
ES,maasaje en pareja,stocked,F5_ranking,2,1,True,0.4416995304434,Cena con Maridaje
FR,mancure,absent,F4_supply_void,1,1,True,0.589210286179767,Manucure & Pédicure
GB,mancure,absent,F1_silent_substitution,1,0,True,0.39621852703957,Manicure & Pedicure Package
ES,maniccura,absent,F1_silent_substitution,1,1,True,0.326796623421925,Manicura y Pedicura
GB,maniccure,absent,F1_silent_substitution,1,1,True,0.56208740535004,Manicure & Pedicure Package
PL,manicre,absent,F1_silent_substitution,1,1,True,0.580642738649361,Manicure i Pedicure
PL,manicue,absent,F1_silent_substitution,1,0,True,0.381614118814471,Tor Kartingowy
ES,manicura,stocked,F3_geographic,45,21,False,0.33377177506167,Manicura y Pedicura
DE,manicure,stocked,F5_ranking,3,2,True,0.6211605812503,Maniküre & Pediküre
ES,manicure,stocked,F5_ranking,5,3,True,0.609667798399525,Manicura y Pedicura
FR,manicure,stocked,F5_ranking,4,3,True,0.624201099962634,Manucure & Pédicure
GB,manicure,stocked,BASELINE_still_40pct_dead,74,28,False,0.633069239075835,Manicure & Pedicure Package
PL,manicure,stocked,BASELINE_still_40pct_dead,22,8,False,0.647005649205697,Manicure i Pedicure
GB,manicurre,absent,F1_silent_substitution,1,0,True,0.326719819316832,Go-Karting Session
ES,manicuura,absent,F4_supply_void,1,1,True,0.349576821898033,Circuito Spa con Masaje
DE,manikre,absent,F1_silent_substitution,1,0,True,0.476392169877601,Maniküre & Pediküre
DE,maniküe,absent,F4_supply_void,1,1,True,0.463442619257315,Maniküre & Pediküre
DE,maniküre,stocked,BASELINE_still_40pct_dead,47,15,False,0.535027942078083,Maniküre & Pediküre
DE,maniküue,absent,F1_silent_substitution,1,0,True,0.442939496882101,Maniküre & Pediküre
ES,maniura,absent,F1_silent_substitution,1,0,True,0.373040724136989,Sesión de Masaje y Spa
GB,maniure,absent,F1_silent_substitution,1,0,True,0.269544689804068,Go-Karting Session
FR,manucure,stocked,BASELINE_still_40pct_dead,42,15,False,0.553638307697633,Manucure & Pédicure
FR,manuure,absent,F1_silent_substitution,1,0,True,0.400659275664027,Manucure & Pédicure
FR,maosage sportif,absent,F1_silent_substitution,1,0,True,0.588687093751704,Cours Illimités
FR,masage dos,stocked,F5_ranking,1,1,True,0.306417202790069,Dîner avec Vin
FR,masage thai,stocked,F5_ranking,1,1,True,0.268452931568501,Visite Guidée
ES,masaje descontracturante,stocked,BASELINE_still_40pct_dead,69,25,False,0.312065579152552,Sesión de Karting
ES,masaje descontraturante,stocked,F5_ranking,1,1,True,0.497761786651122,Circuito Spa con Masaje
ES,masaje en  pareja,stocked,BASELINE_still_40pct_dead,1,0,True,0.446606477488253,Sesión de Masaje y Spa
ES,masaje en paareja,stocked,F5_ranking,1,1,True,0.431937055828203,Corte y Peinado
ES,masaje en pareja,stocked,BASELINE_still_40pct_dead,64,26,False,0.446606477488253,Sesión de Masaje y Spa
ES,masaje enn pareja,stocked,BASELINE_still_40pct_dead,1,0,True,0.37735993288526,Sesión de Masaje y Spa
ES,masaje esoalda,stocked,BASELINE_still_40pct_dead,1,0,True,0.34991489491442,Cena con Maridaje
ES,masaje espalda,stocked,BASELINE_still_40pct_dead,67,19,False,0.286651048671457,Manicura y Pedicura
ES,masaje espallda,stocked,BASELINE_still_40pct_dead,1,0,True,0.416079645180603,Circuito Spa con Masaje
ES,masaje tailanddes,stocked,BASELINE_still_40pct_dead,1,0,True,0.240387994224429,Tour Guiado
ES,masaje tailandees,stocked,F5_ranking,1,1,True,0.256507457854149,Cena con Maridaje
ES,masaje tailandes,stocked,F5_ranking,73,35,False,0.279066048387373,Cena con Maridaje
ES,masaje tailanees,stocked,F5_ranking,1,1,True,0.42836183719064,Cena con Maridaje
ES,masajeeen pareja,stocked,F5_ranking,1,1,True,0.415938528767009,Circuito Spa con Masaje
ES,masajje espalda,stocked,BASELINE_still_40pct_dead,1,0,True,0.460025356997401,Tratamiento de Bienestar
PL,masaż aportowy,stocked,BASELINE_still_40pct_dead,1,0,True,0.728165664429535,Masaż Relaksacyjny Pakiet
PL,masaż dla  par,stocked,BASELINE_still_40pct_dead,1,0,True,0.700229832591805,Masaż Relaksacyjny Pakiet
PL,masaż dla par,stocked,BASELINE_still_40pct_dead,38,13,False,0.700229832591805,Masaż Relaksacyjny Pakiet
PL,masaż pleców,stocked,BASELINE_still_40pct_dead,27,10,False,0.595122493476277,Masaż Relaksacyjny Pakiet
PL,masaż sportowy,stocked,F3_geographic,33,16,False,0.68879873549904,Masaż Relaksacyjny Pakiet
PL,masaż tajski,stocked,F5_ranking,35,19,False,0.55174572715667,Zabieg Spa i Masaż
PL,masaż tujski,stocked,BASELINE_still_40pct_dead,1,0,True,0.657640819623041,Masaż Relaksacyjny Pakiet
PL,masażtajski,stocked,BASELINE_still_40pct_dead,1,0,True,0.362562564030346,Zabieg Spa i Masaż
FR,massaage dos,stocked,BASELINE_still_40pct_dead,1,0,True,0.319203991172321,Menu 3 Plats pour Deux
FR,massaage thai,stocked,BASELINE_still_40pct_dead,1,0,True,0.253955567632926,Visite Guidée
FR,massae dos,stocked,F5_ranking,1,1,True,0.310344677547004,Menu 3 Plats pour Deux
FR,massag duo,stocked,BASELINE_still_40pct_dead,1,0,True,0.251926466707852,Menu 3 Plats pour Deux
FR,massag sportif,absent,F1_silent_substitution,1,0,True,0.432984648293739,Cours Illimités
FR,massage dao,stocked,F5_ranking,1,1,True,0.699236279589476,Forfait Massage Bien-être
FR,massage dis,stocked,BASELINE_still_40pct_dead,1,0,True,0.690323525860047,Forfait Massage Bien-être
FR,massage do,stocked,F5_ranking,2,2,True,0.683866143226667,Forfait Massage Bien-être
FR,massage dos,stocked,F5_ranking,50,25,False,0.690494362800316,Forfait Massage Bien-être
FR,massage ds,stocked,BASELINE_still_40pct_dead,1,0,True,0.684831876466818,Forfait Massage Bien-être
FR,massage duo,stocked,BASELINE_still_40pct_dead,66,24,False,0.620582469597703,Forfait Massage Bien-être
FR,massage os,stocked,BASELINE_still_40pct_dead,1,0,True,0.653505118790358,Forfait Massage Bien-être
FR,massage siortif,stocked,BASELINE_still_40pct_dead,1,0,True,0.696118839854211,Forfait Massage Bien-être
FR,massage sportif,stocked,BASELINE_still_40pct_dead,63,19,False,0.652282551611231,Forfait Massage Bien-être
FR,massage sportiif,stocked,BASELINE_still_40pct_dead,1,0,True,0.665431619353288,Forfait Massage Bien-être
FR,massage thai,stocked,BASELINE_still_40pct_dead,59,20,False,0.599379050620634,Forfait Massage Bien-être
FR,massage uuo,stocked,F5_ranking,1,1,True,0.686045292504791,Forfait Massage Bien-être
FR,massagee duo,stocked,BASELINE_still_40pct_dead,1,0,True,0.623830236424845,Forfait Massage Bien-être
FR,massagethai,stocked,BASELINE_still_40pct_dead,1,0,True,0.63604660990634,Forfait Massage Bien-être
FR,massagge sportif,absent,F1_silent_substitution,1,0,True,0.33371585597274,Cours Illimités
FR,massaue duo,stocked,BASELINE_still_40pct_dead,1,0,True,0.274843449131648,Menu 3 Plats pour Deux
FR,massge duo,stocked,BASELINE_still_40pct_dead,1,0,True,0.213474423031759,Menu 3 Plats pour Deux
FR,masssage dos,stocked,F5_ranking,1,1,True,0.323593679573433,Menu 3 Plats pour Deux
FR,masuage dos,stocked,BASELINE_still_40pct_dead,1,0,True,0.332008539801263,Manucure & Pédicure
DE,mniküre,absent,F4_supply_void,1,1,True,0.284518335903248,Stadtführung
FR,mssage thai,stocked,F5_ranking,1,1,True,0.268018449682313,Visite Guidée
ES,musaje descontracturante,stocked,F5_ranking,1,1,True,0.392860675496403,Experiencia Escape Room
DE,nackenmasage,stocked,BASELINE_still_40pct_dead,1,0,True,0.368655414901967,Maniküre & Pediküre
DE,nackenmassage,stocked,BASELINE_still_40pct_dead,60,24,False,0.542687964510003,Entspannungs-Behandlung im Spa
DE,nackkenmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.620638810358252,Entspannungs-Behandlung im Spa
DE,neckenmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.503177106759378,Entspannungs-Behandlung im Spa
PL,oczyszczanie twary,absent,F4_supply_void,1,1,True,0.38679607746673,Zabieg na Twarz
PL,oczyszczanie twarzy,stocked,BASELINE_still_40pct_dead,24,8,False,0.732599278509896,Zabieg na Twarz
PL,oczyszczaniie twarzy,stocked,BASELINE_still_40pct_dead,1,0,True,0.737939542943795,Zabieg na Twarz
ES,paaracaidismo,stocked,F5_ranking,1,1,True,0.310029484037102,Clases Ilimitadas
DE,paarmassage,stocked,BASELINE_still_40pct_dead,39,13,False,0.650175660743957,Wohlfühl-Massage
DE,paarmassge,stocked,BASELINE_still_40pct_dead,1,0,True,0.368025823596242,Maniküre & Pediküre
DE,paarmessage,stocked,BASELINE_still_40pct_dead,1,0,True,0.369233368912369,Kartbahn Rennen
FR,paentball,absent,F1_silent_substitution,1,0,True,0.382658123970043,Session Karting
ES,paeo en globo,absent,F4_supply_void,1,1,True,0.3665378411919,Sesión de Karting
ES,paiacaidismo,absent,F4_supply_void,1,1,True,0.317370821612586,Manicura y Pedicura
GB,paiatball,absent,F4_supply_void,1,1,True,0.261278201594861,Go-Karting Session
DE,paiintball,absent,F1_silent_substitution,1,0,True,0.344914712844882,Kartbahn Rennen
DE,paiitball,absent,F1_silent_substitution,1,1,True,0.365454206141359,Kartbahn Rennen
FR,painntball,absent,F1_silent_substitution,1,0,True,0.267562501410033,Manucure & Pédicure
DE,paintbaal,absent,F1_silent_substitution,1,0,True,0.400063204782351,Gesichtsbehandlung
FR,paintbael,absent,F1_silent_substitution,1,0,True,0.345729906984354,Soin du Visage
DE,paintball,absent,F1_silent_substitution,39,12,False,0.306104942835964,Gesichtsbehandlung
ES,paintball,absent,F1_silent_substitution,52,23,False,0.292526438333593,Corte y Peinado
FR,paintball,absent,F1_silent_substitution,55,21,False,0.320963538698074,Manucure & Pédicure
GB,paintball,absent,F1_silent_substitution,102,37,False,0.250750437781471,Manicure & Pedicure Package
PL,paintball,absent,F1_silent_substitution,27,12,False,0.262030578869943,Strzyżenie i Stylizacja
DE,paintballl,absent,F1_silent_substitution,2,2,True,0.307431903944171,Gesichtsbehandlung
GB,paintballl,absent,F1_silent_substitution,1,1,True,0.234566639234648,Facial Treatment
ES,paintbell,absent,F1_silent_substitution,1,0,True,0.39691923590475,Corte y Peinado
FR,paintbull,absent,F1_silent_substitution,1,0,True,0.356172776387793,Coupe & Coiffage
PL,paitball,absent,F1_silent_substitution,1,0,True,0.449577063574208,Tor Kartingowy
FR,pantball,absent,F1_silent_substitution,1,0,True,0.349665755153038,Expérience Escape Game
GB,paontball,absent,F1_silent_substitution,1,1,True,0.259203582957341,Go-Karting Session
ES,paracaaidismo,absent,F4_supply_void,1,1,True,0.253852085427082,Clases Ilimitadas
ES,paracaidismo,absent,F4_supply_void,86,86,False,0.283138637262112,Pase de Gimnasio
ES,paracaiismo,absent,F4_supply_void,1,1,True,0.296468999666185,Clases Ilimitadas
ES,parcaidismo,absent,F4_supply_void,1,1,True,0.343257339583165,Clases Ilimitadas
ES,parocaidismo,absent,F4_supply_void,1,1,True,0.312203124236325,Manicura y Pedicura
ES,paseo en  globo,absent,F4_supply_void,1,1,True,0.527942197288392,Tour Guiado
ES,paseo en gllobo,absent,F4_supply_void,1,1,True,0.437513627116798,Tour Guiado
ES,paseo en globo,absent,F4_supply_void,72,72,False,0.527942197288392,Tour Guiado
ES,passeo en globo,absent,F4_supply_void,1,1,True,0.480986383137694,Tour Guiado
ES,peauqueria,absent,F1_silent_substitution,1,1,True,0.431070542506703,Manicura y Pedicura
FR,peintball,absent,F1_silent_substitution,1,0,True,0.398340679302963,Expérience Escape Game
ES,peloqueria,stocked,BASELINE_still_40pct_dead,1,0,True,0.376418486068496,Cena con Maridaje
ES,peluqeria,absent,F1_silent_substitution,1,0,True,0.335345189196437,Manicura y Pedicura
ES,peluqueeria,absent,F1_silent_substitution,1,0,True,0.644877802831324,Corte y Peinado
ES,peluqueia,absent,F1_silent_substitution,1,0,True,0.45816031098371,Manicura y Pedicura
ES,peluqueria,stocked,BASELINE_still_40pct_dead,62,26,False,0.510502732725747,Corte y Peinado
DE,peronal trainer,absent,F4_supply_void,1,1,True,0.502160667857965,Personal Training Paket
GB,persona trainer,absent,F1_silent_substitution,1,0,True,0.560172846332747,Personal Training Package
GB,personai trainer,absent,F1_silent_substitution,1,1,True,0.59919070618351,Personal Training Package
GB,personal tainer,absent,F1_silent_substitution,1,0,True,0.392955500097417,Personal Training Package
GB,personal traainer,absent,F1_silent_substitution,1,0,True,0.417619205755846,Go-Karting Session
DE,personal trainer,stocked,BASELINE_still_40pct_dead,64,26,False,0.678832909921798,Personal Training Paket
ES,personal trainer,stocked,F2_language,6,4,True,0.703699696946092,Entrenamiento Personal
FR,personal trainer,stocked,F2_language,10,7,False,0.653786732571951,Coaching Personnel
GB,personal trainer,stocked,F5_ranking,72,34,False,0.677674873305078,Personal Training Package
PL,personal trainer,stocked,F2_language,4,3,True,0.719726912910223,Trening Personalny
DE,persoual trainer,absent,F1_silent_substitution,1,0,True,0.582355228417444,Personal Training Paket
FR,pieates,absent,F1_silent_substitution,1,0,True,0.364613123216803,Dîner avec Vin
DE,piiates,absent,F4_supply_void,1,1,True,0.383796485375531,Maniküre & Pediküre
GB,piilates,absent,F1_silent_substitution,1,0,True,0.254716846178082,Three-Course Meal for Two
ES,pilaates,absent,F4_supply_void,1,1,True,0.32809592317966,Manicura y Pedicura
GB,pilaees,absent,F1_silent_substitution,1,0,True,0.252690138036095,Three-Course Meal for Two
GB,pilaies,absent,F1_silent_substitution,1,1,True,0.255426189984963,Go-Karting Session
DE,pilatees,absent,F1_silent_substitution,1,0,True,0.412552207708406,Maniküre & Pediküre
DE,pilates,plausible,F5_ranking,51,23,False,0.380629740991014,Maniküre & Pediküre
ES,pilates,plausible,F5_ranking,70,32,False,0.355414813186963,Sesión de Karting
FR,pilates,plausible,BASELINE_still_40pct_dead,56,19,False,0.348804453757381,Visite Guidée
GB,pilates,plausible,BASELINE_still_40pct_dead,72,27,False,0.251929521790714,Three-Course Meal for Two
PL,pilates,plausible,BASELINE_still_40pct_dead,34,14,False,0.408801338958424,Tor Kartingowy
ES,pilatis,absent,F1_silent_substitution,1,0,True,0.303673760112322,Sesión de Karting
ES,pilatos,absent,F4_supply_void,1,1,True,0.367280339658527,Cena con Maridaje
DE,pilats,absent,F1_silent_substitution,1,1,True,0.362701979327684,Maniküre & Pediküre
DE,pioates,absent,F1_silent_substitution,1,0,True,0.234558459415075,Maniküre & Pediküre
DE,pizza deal,plausible,F2_language,3,2,True,0.317002917916427,3-Gänge-Menü für Zwei
ES,pizza deal,plausible,F2_language,4,4,True,0.278204737527232,Menú de 3 Platos para Dos
FR,pizza deal,plausible,F2_language,6,6,True,0.267262184673233,Menu 3 Plats pour Deux
GB,pizza deal,plausible,BASELINE_still_40pct_dead,86,34,False,0.272769535161211,Three-Course Meal for Two
PL,pizza deal,plausible,F2_language,5,4,True,0.336749583788288,Menu 3-Daniowe dla Dwojga
GB,pizza deel,plausible,BASELINE_still_40pct_dead,1,0,True,0.352562387019344,Three-Course Meal for Two
GB,pizza del,plausible,F5_ranking,2,1,True,0.329274793224072,Three-Course Meal for Two
PL,pizzeia,absent,F4_supply_void,1,1,True,0.408383141948875,Menu 3-Daniowe dla Dwojga
PL,pizzeria,plausible,BASELINE_still_40pct_dead,22,7,False,0.404881160869532,Menu 3-Daniowe dla Dwojga
GB,pizzza deal,absent,F1_silent_substitution,1,0,True,0.275555016464304,Three-Course Meal for Two
FR,plates,plausible,BASELINE_still_40pct_dead,1,0,True,0.57374662846568,Menu 3 Plats pour Deux
GB,plates,plausible,BASELINE_still_40pct_dead,1,0,True,0.477469803245778,Three-Course Meal for Two
GB,prsonal trainer,absent,F1_silent_substitution,1,1,True,0.529408281341528,Personal Training Package
PL,przedłużanie rzas,absent,F1_silent_substitution,1,1,True,0.469731246442952,Tor Kartingowy
PL,przedłużanie rzęs,absent,F1_silent_substitution,22,7,False,0.439381528085022,Tor Kartingowy
PL,przedłużanieurzęs,absent,F1_silent_substitution,1,0,True,0.496327370624104,Tor Kartingowy
ES,puintball,absent,F4_supply_void,1,1,True,0.299762028583418,Sesión de Karting
ES,raafting,absent,F4_supply_void,1,1,True,0.284171189442748,Corte y Peinado
FR,raating,absent,F4_supply_void,1,1,True,0.271398909592287,Session Karting
ES,rafaing,absent,F4_supply_void,1,1,True,0.261627681380254,Sesión de Karting
ES,raffting,absent,F4_supply_void,3,3,True,0.334533273530068,Sesión de Karting
FR,raffting,absent,F4_supply_void,1,1,True,0.315284732231248,Session Karting
ES,raftig,absent,F4_supply_void,1,1,True,0.31795197587776,Circuito Spa con Masaje
ES,raftiing,absent,F4_supply_void,1,1,True,0.204762332212505,Pase de Gimnasio
ES,rafting,absent,F4_supply_void,88,88,False,0.179399850261186,Pase de Gimnasio
FR,rafting,absent,F4_supply_void,73,73,False,0.227583233652003,Modelage Détente
PL,rafting,absent,F4_supply_void,46,46,False,0.240586332135176,Tor Kartingowy
ES,raftinng,absent,F4_supply_void,2,2,True,0.184925188146492,Circuito Spa con Masaje
ES,raftng,absent,F4_supply_void,3,3,True,0.201955879259199,Circuito Spa con Masaje
FR,raftng,absent,F4_supply_void,1,1,True,0.213353146316404,Session Karting
PL,raftung,absent,F4_supply_void,1,1,True,0.342887479914727,Tor Kartingowy
ES,raiting,absent,F4_supply_void,1,1,True,0.325971346862078,Sesión de Karting
PL,raiting,absent,F4_supply_void,1,1,True,0.357185993883505,Tor Kartingowy
FR,raoting,absent,F4_supply_void,1,1,True,0.311721440265463,Session Karting
ES,rating,absent,F4_supply_void,1,1,True,0.216254436074636,Clases Ilimitadas
PL,rating,absent,F4_supply_void,1,1,True,0.235640708055334,Trening Personalny
PL,restaracja włoska,plausible,F5_ranking,1,1,True,0.283024941412368,Kolacja z Winem
PL,restauracja właska,stocked,BASELINE_still_40pct_dead,1,0,True,0.591353031880748,Menu Degustacyjne
PL,restauracja włoska,plausible,F3_geographic,16,8,False,0.581476187930223,Menu 3-Daniowe dla Dwojga
FR,restaurant ialien,stocked,F5_ranking,1,1,True,0.552639311866694,Menu Dégustation
FR,restaurant iitalien,plausible,F5_ranking,1,1,True,0.530002497733349,Menu Dégustation
FR,restaurant itaalien,stocked,F5_ranking,1,1,True,0.596912425848796,Dîner avec Vin
FR,restaurant italien,plausible,BASELINE_still_40pct_dead,34,13,False,0.541156585078647,Menu Dégustation
FR,restauranteitalien,plausible,BASELINE_still_40pct_dead,1,0,True,0.524541494304956,Menu Dégustation
FR,restaurunt italien,plausible,F5_ranking,1,1,True,0.355719873561983,Dîner avec Vin
PL,resturacja włoska,plausible,BASELINE_still_40pct_dead,1,0,True,0.272895514909924,Kolacja z Winem
ES,rfting,absent,F4_supply_void,1,1,True,0.332297057284036,Sesión de Karting
FR,rfting,absent,F4_supply_void,1,1,True,0.263135522603996,Session Karting
PL,rfting,absent,F4_supply_void,1,1,True,0.347273966507558,Tor Kartingowy
ES,rofting,absent,F4_supply_void,1,1,True,0.401546334206499,Sesión de Karting
DE,rücienmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.627801871620856,Entspannungs-Behandlung im Spa
DE,ruckenmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.61309978649637,Wohlfühl-Massage
DE,rückenmassage,stocked,BASELINE_still_40pct_dead,43,13,False,0.622286971416106,Entspannungs-Behandlung im Spa
DE,rückenmassuge,stocked,F5_ranking,1,1,True,0.380495427442826,Kartbahn Rennen
PL,rufting,absent,F4_supply_void,1,1,True,0.422159474410913,Tor Kartingowy
DE,saeakhaus,absent,F1_silent_substitution,1,0,True,0.256022793521944,Stadtführung
FR,sale de sport,absent,F4_supply_void,1,1,True,0.587362802159498,Abonnement Salle de Sport
FR,salle d sport,absent,F1_silent_substitution,1,0,True,0.760276482122125,Abonnement Salle de Sport
FR,salle de  sport,absent,F1_silent_substitution,1,1,True,0.757586113430594,Abonnement Salle de Sport
FR,salle de port,absent,F1_silent_substitution,1,0,True,0.349930204420119,Visite Guidée
FR,salle de sort,absent,F4_supply_void,1,1,True,0.522989967259504,Expérience Escape Game
FR,salle de spirt,absent,F1_silent_substitution,1,1,True,0.471870642716028,Expérience Escape Game
FR,salle de sport,stocked,BASELINE_still_40pct_dead,55,24,False,0.757586113430594,Abonnement Salle de Sport
FR,salle de ssport,absent,F1_silent_substitution,1,1,True,0.386090846370634,Abonnement Salle de Sport
FR,salle e sport,absent,F1_silent_substitution,1,0,True,0.752792535880873,Abonnement Salle de Sport
FR,sallee de sport,absent,F1_silent_substitution,1,0,True,0.764637673626914,Abonnement Salle de Sport
GB,sark diving,stocked,F5_ranking,1,1,True,0.165774365159823,Escape Room Experience
FR,saut en parachute,absent,F4_supply_void,81,81,False,0.232450607576878,Expérience Escape Game
FR,saut en parachutte,absent,F4_supply_void,1,1,True,0.251560434606086,Expérience Escape Game
FR,saut en paraciute,absent,F4_supply_void,1,1,True,0.356361097313593,Expérience Escape Game
FR,saut en prachute,absent,F4_supply_void,1,1,True,0.378125965595313,Expérience Escape Game
DE,seakhaus,absent,F1_silent_substitution,1,0,True,0.42585847994294,Escape Room Erlebnis
DE,seeakhaus,absent,F1_silent_substitution,1,1,True,0.394271911897692,Escape Room Erlebnis
GB,shaark diving,stocked,F5_ranking,1,1,True,0.194997775404254,Escape Room Experience
GB,shark  diving,absent,F4_supply_void,1,1,True,0.0886618574257413,Hair Styling & Cut
GB,shark ddiving,absent,F4_supply_void,1,1,True,0.0804248068691243,Facial Treatment
GB,shark diiving,absent,F4_supply_void,1,1,True,0.0889466288844859,Facial Treatment
GB,shark diviing,absent,F4_supply_void,1,1,True,0.0642547554157358,Hair Styling & Cut
GB,shark diving,absent,F4_supply_void,79,79,False,0.0886618372399194,Hair Styling & Cut
GB,shark divinng,absent,F4_supply_void,1,1,True,0.0941896652409744,Facial Treatment
GB,shark divong,absent,F4_supply_void,1,1,True,0.0763894203632082,Facial Treatment
GB,sharkk diving,absent,F4_supply_void,2,2,True,0.105093447836206,Facial Treatment
PL,siłłownia,absent,F1_silent_substitution,1,1,True,0.422296776360851,Tor Kartingowy
PL,siłownia,stocked,BASELINE_still_40pct_dead,23,9,False,0.68672446350088,Karnet na Siłownię
PL,skoki spadochronoe,absent,F4_supply_void,1,1,True,0.413232242272363,Tor Kartingowy
PL,skoki spadochronowe,absent,F4_supply_void,44,44,False,0.269671193669106,Tor Kartingowy
GB,skyddiving,stocked,F5_ranking,1,1,True,0.245585233499382,Facial Treatment
GB,skydiiving,stocked,F5_ranking,1,1,True,0.177463045507114,Guided City Tour
GB,skydiving,absent,F4_supply_void,91,91,False,0.215249295458408,Unlimited Fitness Classes
GB,skydivinng,absent,F4_supply_void,1,1,True,0.220268619020501,Go-Karting Session
GB,skyiving,stocked,F5_ranking,1,1,True,0.165961211599148,Guided City Tour
FR,soiin visage,stocked,F5_ranking,1,1,True,0.614615481954341,Soin du Visage
FR,soin isage,absent,F1_silent_substitution,1,0,True,0.202582096360976,Soin du Visage
